Europäischen	ADJA	europäisch	I-EntityORG
Union	NN	Union	I-EntityORG
beschließen	VVINF	beschließen	O
.	$.	.	O

(	$(	(	O
Beifall	NN	Beifall	O
bei	APPR	bei	O
Abgeordneten	NN	Abgeordnete	B-EntityPER
der	ART	die	I-EntityPER
SPD	NE	SPD	I-EntityPER
und	KON	und	O
des	ART	die	B-EntityORG
BÜNDNISSES	NN	Bündnis	I-EntityORG
90	CARD	90	I-EntityORG
/	$(	/	I-EntityORG
DIE	NN	DIE	I-EntityORG
GRÜNEN	NN	Grüne	I-EntityORG
)	$(	)	O
Wir	PPER	wir	O
haben	VAFIN	haben	O
die	ART	die	O
Debatte	NN	Debatte	O
heute	ADV	heute	O
hier	ADV	hier	O
in	APPR	in	O
diesem	PDAT	dies	B-EntityORG
Hause	NN	Haus	I-EntityORG
aus	APPR	aus	O
einem	ART	eine	O
anderen	PIAT	andere	O
Grund	NN	Grund	O
gewollt	VMPP	wollen	O
.	$.	.	O

Wir	PPER	wir	O
haben	VAFIN	haben	O
sie	PPER	sie	O
gewollt	ADJD	gewollt	O
,	$,	,	O
um	KOUI	um	O
mit	APPR	mit	O
den	ART	die	O
Menschen	NN	Mensch	O
über	APPR	über	O
die	ART	die	O
Folgen	NN	Folge	O
dieser	PDAT	dies	O
Entscheidung	NN	Entscheidung	O
zu	PTKZU	zu	O
sprechen	VVINF	sprechen	O
.	$.	.	O

Ich	PPER	ich	O
glaube	VVFIN	glauben	O
,	$,	,	O
darauf	PAV	darauf	O
haben	VAFIN	haben	O
die	ART	die	O
Menschen	NN	Mensch	O
am	APPRART	an	O
Vorabend	NN	Vorabend	O
einer	ART	eine	O
für	APPR	für	O
Europa	NE	Europa	B-EntityORG
historischen	ADJA	historisch	O
Entscheidung	NN	Entscheidung	O
wirklich	ADJD	wirklich	O
einen	ART	eine	O
Anspruch	NN	Anspruch	O
.	$.	.	O

(	$(	(	O
Beifall	NN	Beifall	O
bei	APPR	bei	O
der	ART	die	B-EntityORG
CDU	NE	CDU	I-EntityORG
/	$(	/	I-EntityORG
CSU	NE	CSU	I-EntityORG
)	$(	)	O
Ich	PPER	ich	O
frage	VVFIN	fragen	O
Sie	PPER	Sie	O
:	$.	:	O
Wer	PWS	wer	O
,	$,	,	O
wenn	KOUS	wenn	O
nicht	PTKNEG	nicht	O
dieser	PDAT	dies	B-EntityORG
Deutscher	ADJA	deutsch	I-EntityORG
Bundestag	NN	Bundestag	I-EntityORG
,	$,	,	O
sollte	VMFIN	sollen	O
diesen	PDAT	dies	O
Anspruch	NN	Anspruch	O
einlösen	VVINF	einlösen	O
?	$.	?	O

Deshalb	PAV	deshalb	O
haben	VAFIN	haben	O
wir	PPER	wir	O
als	KOKOM	als	O
Opposition	NN	Opposition	B-EntityORG
beantragt	VVPP	beantragen	O
,	$,	,	O
darüber	PAV	darüber	O
zu	PTKZU	zu	O
debattieren	VVINF	debattieren	O
,	$,	,	O
weil	KOUS	weil	O
wir	PPER	wir	O
aus	APPR	aus	O
vielen	PIAT	viele	O
Umfragen	NN	Umfrage	O
und	KON	und	O
Gesprächen	NN	Gespräch	O
wissen	VVINF	wissen	O
,	$,	,	O
wie	KOUS	wie	O
sehr	ADV	sehr	O
dieses	PDAT	dies	O
Thema	NN	Thema	O
die	ART	die	O
Gemüter	NN	Gemüt	O
in	APPR	in	O
Deutschland	NE	Deutschland	B-EntityLOC
bewegt	VVFIN	bewegen	O
.	$.	.	O

Ich	PPER	ich	O
glaube	VVFIN	glauben	O
,	$,	,	O
wir	PPER	wir	O
alle	PIS	alle	O
sind	VAFIN	sein	O
uns	PPER	wir	O
darüber	PAV	darüber	O
einig	ADJD	einig	O
,	$,	,	O
dass	KOUS	dass	O
wir	PPER	wir	O
ein	ART	eine	O
solches	PIAT	solche	O
Thema	NN	Thema	O
nicht	PTKNEG	nicht	O
Rattenfängern	NN	Rattenfänger	O
und	KON	und	O
Hetzern	NN	Hetzer	O
überlassen	VVINF	überlassen	O
dürfen	VMINF	dürfen	O
,	$,	,	O
(	$(	(	O
Zuruf	NN	Zuruf	O
von	APPR	von	O
der	ART	die	B-EntityORG
SPD	NE	SPD	I-EntityORG
:	$.	:	O
So	ADV	so	O
ist	VAFIN	sein	O
es	PPER	es	O
!	$.	!	O
)	$(	)	O

sondern	KON	sondern	O
diese	PDAT	dies	O
Debatte	NN	Debatte	O
verantwortlich	ADJD	verantwortlich	O
führen	VVINF	führen	O
müssen	VMINF	müssen	O
.	$.	.	O

(	$(	(	O
Beifall	NN	Beifall	O
bei	APPR	bei	O
Abgeordneten	NN	Abgeordnete	B-EntityPER
der	ART	die	I-EntityPER
SPD	NE	SPD	I-EntityPER
)	$(	)	O
Meine	PPOSAT	mein	B-EntityPER
Damen	NN	Dame	I-EntityPER
und	KON	und	I-EntityPER
Herren	NN	Herr	I-EntityPER
,	$,	,	O
wer	PWS	wer	O
denen	PDS	die	O
,	$,	,	O
die	PRELS	die	O
diese	PDAT	dies	O
Debatte	NN	Debatte	O
führen	VVINF	führen	O
,	$,	,	O
Begriffe	NN	Begriff	O
wie	KOKOM	wie	O
"	$(	"	O
Brandstifter	NN	Brandstifter	O
"	$(	"	O
entgegenhält	VVFIN	entgegenhalten	O
,	$,	,	O
wer	PWS	wer	O
von	APPR	von	O
"	$(	"	O
zynischem	ADJA	zynisch	O
Spiel	NN	Spiel	O
"	$(	"	O
oder	KON	oder	O
von	APPR	von	O
"	$(	"	O
politischer	ADJA	politisch	O
Hetze	NN	Hetze	O
-	$(	-	O
hysterisch	ADJD	hysterisch	O
und	KON	und	O
schamlos	ADJD	schamlos	O
"	$(	"	O
redet	VVFIN	reden	O
,	$,	,	O
der	PRELS	die	O
will	VMFIN	wollen	O
keine	PIAT	keine	O
offene	ADJA	offen	O
,	$,	,	O
ehrliche	ADJA	ehrlich	O
Debatte	NN	Debatte	O
über	APPR	über	O
diese	PDAT	dies	O
wichtige	ADJA	wichtig	O
Frage	NN	Frage	O
,	$,	,	O
(	$(	(	O
Beifall	NN	Beifall	O
bei	APPR	bei	O
der	ART	die	B-EntityORG
CDU	NE	CDU	I-EntityORG
/	$(	/	I-EntityORG
CSU	NE	CSU	I-EntityORG
-	$(	-	O
Zurufe	NN	Zuruf	O
des	ART	die	B-EntityPER
Abg	NE	Abg	I-EntityPER
.	$.	.	I-EntityPER

Gernot	NE	Gernot	I-EntityPER
Erler	NE	Erler	I-EntityPER
[	$(	[	I-EntityPER
SPD	NE	SPD	I-EntityPER
]	$(	]	I-EntityPER
und	KON	und	O
des	ART	die	B-EntityPER
Abg	NE	Abg	I-EntityPER
.	$.	.	I-EntityPER

Volker	NE	Volker	I-EntityPER
Beck	NE	Beck	I-EntityPER
[	$(	[	I-EntityPER
Köln	NE	Köln	I-EntityPER
]	$(	]	I-EntityPER
[	$(	[	I-EntityPER
BÜNDNIS	NN	Bündnis	I-EntityPER
90	CARD	90	I-EntityPER
/	$(	/	I-EntityPER
DIE	NN	DIE	I-EntityPER
GRÜNEN	NN	Grüne	I-EntityPER
]	$(	]	I-EntityPER
)	$(	)	I-EntityPER
der	PRELS	die	O
will	VMFIN	wollen	O
anderen	PIS	andere	O
den	ART	die	O
Mund	NN	Mund	O
verbieten	VVINF	verbieten	O
und	KON	und	O
nicht	PTKNEG	nicht	O
Argumente	NN	Argument	O
austauschen	VVINF	austauschen	O
.	$.	.	O

Dieses	PDAT	dies	O
Verhalten	NN	Verhalten	O
und	KON	und	O
diese	PDAT	dies	O
Herangehensweise	NN	Herangehensweise	O
sprechen	VVFIN	sprechen	O
für	APPR	für	O
mich	PRF	ich	O
dafür	PAV	dafür	O
,	$,	,	O
dass	KOUS	dass	O
man	PIS	man	O
ein	ART	eine	O
unerwünschtes	ADJA	unerwünscht	O
Thema	NN	Thema	O
tabuisieren	VVINF	tabuisieren	O
will	VMFIN	wollen	O
,	$,	,	O
vielleicht	ADV	vielleicht	O
weil	KOUS	weil	O
man	PIS	man	O
glaubt	VVFIN	glauben	O
,	$,	,	O
seiner	PPOSAT	sein	O
eigenen	ADJA	eigen	O
Klientel	NN	Klientel	O
irgendetwas	PIAT	irgendetwas	O
schuldig	ADJD	schuldig	O
zu	PTKZU	zu	O
sein	VAINF	sein	O
.	$.	.	O

(	$(	(	O
Gernot	NE	Gernot	B-EntityPER
Erler	NE	Erler	I-EntityPER
[	$(	[	I-EntityPER
SPD	NE	SPD	I-EntityPER
]	$(	]	I-EntityPER
:	$.	:	O
Ach	ITJ	ach	O
je	ADV	je	O
!	$.	!	O
)	$(	)	O

Aber	KON	aber	O
,	$,	,	O
meine	PPOSAT	mein	B-EntityPER
Damen	NN	Dame	I-EntityPER
und	KON	und	I-EntityPER
Herren	NN	Herr	I-EntityPER
,	$,	,	O
das	PDS	die	O
ist	VAFIN	sein	O
ein	ART	eine	O
Thema	NN	Thema	O
,	$,	,	O
das	PRELS	die	O
die	ART	die	O
Menschen	NN	Mensch	O
bewegt	VVFIN	bewegen	O
und	KON	und	O
das	PDS	die	O
mit	APPR	mit	O
allergrößten	ADJA	allergroß	O
Folgen	NN	Folge	O
für	APPR	für	O
die	ART	die	O
deutsche	ADJA	deutsch	O
und	KON	und	O
die	ART	die	O
europäische	ADJA	europäisch	O
Politik	NN	Politik	O
verbunden	VVPP	verbinden	O
ist	VAFIN	sein	O
.	$.	.	O

Deshalb	PAV	deshalb	O
,	$,	,	O
glaube	VVFIN	glauben	O
ich	PPER	ich	O
,	$,	,	O
werden	VAFIN	werden	O
sich	PRF	sich	O
die	ART	die	B-EntityPER
Deutschen	NN	Deutsche	I-EntityPER
auch	ADV	auch	O
ein	ART	eine	O
eigenes	ADJA	eigen	O
Urteil	NN	Urteil	O
darüber	PAV	darüber	O
bilden	VVFIN	bilden	O
,	$,	,	O
dass	KOUS	dass	O
der	ART	die	B-EntityPER
Bundeskanzler	NN	Bundeskanzler	I-EntityPER
der	ART	die	I-EntityPER
Bundesrepublik	NN	Bundesrepublik	I-EntityPER
Deutschland	NE	Deutschland	I-EntityPER
in	APPR	in	O
einer	ART	eine	O
solchen	PIAT	solche	O
Debatte	NN	Debatte	O
nicht	PTKNEG	nicht	O
das	ART	die	O
Wort	NN	Wort	O
ergreift	VVFIN	ergreifen	O
oder	KON	oder	O
uns	PPER	wir	O
sogar	ADV	sogar	O
,	$,	,	O
wie	KOUS	wie	O
man	PIS	man	O
es	PPER	es	O
erwarten	VVINF	erwarten	O
müsste	VMFIN	müssen	O
,	$,	,	O
in	APPR	in	O
einer	ART	eine	O
Regierungserklärung	NN	Regierungserklärung	O
heute	ADV	heute	O
hier	ADV	hier	O
seine	PPOSAT	sein	O
Haltung	NN	Haltung	O
darlegt	VVFIN	darlegen	O
.	$.	.	O

(	$(	(	O
Beifall	NN	Beifall	O
bei	APPR	bei	O
der	ART	die	B-EntityORG
CDU	NE	CDU	I-EntityORG
/	$(	/	I-EntityORG
CSU	NE	CSU	I-EntityORG
und	KON	und	O
der	ART	die	B-EntityORG
FDP	NE	FDP	I-EntityORG
-	$(	-	O
Gernot	NE	Gernot	B-EntityPER
Erler	NE	Erler	I-EntityPER
[	$(	[	I-EntityPER
SPD	NE	SPD	I-EntityPER
]	$(	]	I-EntityPER
:	$.	:	O
Wir	PPER	wir	O
haben	VAFIN	haben	O
noch	ADV	noch	O
andere	PIS	andere	O
redefähige	ADJA	redefähige	O
Personen	NN	Person	O
bei	APPR	bei	O
uns	PPER	wir	O
!	$.	!	O
)	$(	)	O

Sie	PPER	Sie	O
werden	VAFIN	werden	O
die	ART	die	O
Aufnahme	NN	Aufnahme	O
von	APPR	von	O
Beitrittsverhandlungen	NN	Beitrittsverhandlung	O
mit	APPR	mit	O
der	ART	die	B-EntityORG
Türkei	NE	Türkei	I-EntityORG
beschließen	VVFIN	beschließen	O
und	KON	und	O
Sie	PPER	Sie	O
werden	VAFIN	werden	O
unseren	PPOSAT	unser	O
Vorschlag	NN	Vorschlag	O
eines	ART	eine	O
dritten	ADJA	dritt	O
Weges	NN	Weg	O
,	$,	,	O
einer	ART	eine	O
privilegierten	ADJA	privilegiert	O
Partnerschaft	NN	Partnerschaft	O
,	$,	,	O
ausschlagen	VVINF	ausschlagen	O
.	$.	.	O

Dies	PDS	dies	O
werden	VAFIN	werden	O
Sie	PPER	Sie	O
auch	ADV	auch	O
damit	PAV	damit	O
begründen	VVINF	begründen	O
,	$,	,	O
dass	KOUS	dass	O
alle	PIAT	alle	O
Bundesregierungen	NN	Bundesregierung	B-EntityORG
seit	APPR	seit	O
Konrad	NE	Konrad	B-EntityPER
Adenauer	NE	Adenauer	I-EntityPER
der	ART	die	B-EntityORG
Türkei	NE	Türkei	I-EntityORG
den	ART	die	O
Beitritt	NN	Beitritt	O
zur	APPRART	zu	B-EntityORG
Europäischen	ADJA	europäisch	I-EntityORG
Union	NN	Union	I-EntityORG
versprochen	VVPP	versprechen	O
hatten	VAFIN	haben	O
.	$.	.	O

Deshalb	PAV	deshalb	O
möchte	VMFIN	mögen	O
ich	PPER	ich	O
auf	APPR	auf	O
den	ART	die	B-EntityPER
Historiker	NN	Historiker	I-EntityPER
Professor	NN	Professor	I-EntityPER
Heinrich	NE	Heinrich	I-EntityPER
August	NE	August	I-EntityPER
Winkler	NE	Winkler	I-EntityPER
verweisen	VVFIN	verweisen	O
,	$,	,	O
der	PRELS	die	O
immer	ADV	immer	O
wieder	ADV	wieder	O
betont	VVFIN	betonen	O
,	$,	,	O
dass	KOUS	dass	O
bei	APPR	bei	O
der	ART	die	O
Beurteilung	NN	Beurteilung	O
von	APPR	von	O
Entscheidungen	NN	Entscheidung	O
stets	ADV	stets	O
auch	ADV	auch	O
die	ART	die	O
Umstände	NN	Umstand	O
,	$,	,	O
unter	APPR	unter	O
denen	PRELS	die	O
sie	PPER	sie	O
getroffen	VVPP	treffen|triefen	O
wurden	VAFIN	werden	O
,	$,	,	O
zu	PTKZU	zu	O
berücksichtigen	VVINF	berücksichtigen	O
sind	VAFIN	sein	O
und	KON	und	O
dass	KOUS	dass	O
es	PPER	es	O
aus	APPR	aus	O
diesem	PDAT	dies	O
Grunde	NN	Grund	O
keinen	PIAT	keine	O
Automatismus	NN	Automatismus	O
geben	VVINF	geben	O
kann	VMFIN	können	O
.	$.	.	O

Wenn	KOUS	wenn	O
wir	PPER	wir	O
uns	PRF	wir	O
einmal	ADV	einmal	O
die	ART	die	O
Entwicklung	NN	Entwicklung	O
der	ART	die	B-EntityORG
Europäischen	ADJA	europäisch	I-EntityORG
Union	NN	Union	I-EntityORG
vor	APPR	vor	O
Augen	NN	Auge	O
führen	VVINF	führen	O
,	$,	,	O
erkennen	VVFIN	erkennen	O
wir	PPER	wir	O
,	$,	,	O
dass	KOUS	dass	O
in	APPR	in	O
den	ART	die	O
60er	ADJA	60er	O
-	$(	-	O
,	$,	,	O
70er	ADJD	70er	O
-	$(	-	O
,	$,	,	O
80er-Jahren	NN	80er-Jahr	O
die	ART	die	O
Ausgestaltung	NN	Ausgestaltung	O
einer	ART	eine	O
Wirtschaftsgemeinschaft	NN	Wirtschaftsgemeinschaft	O
weit	ADJD	weit	O
vorangekommen	VVPP	vorankommen	O
und	KON	und	O
durch	APPR	durch	O
die	ART	die	O
Vollendung	NN	Vollendung	O
des	ART	die	O
Binnenmarktes	NN	Binnenmarkt	O
sicherlich	ADV	sicherlich	O
ein	ART	eine	O
qualitativer	ADJA	qualitativ	O
Sprung	NN	Sprung	O
gemacht	VVPP	machen	O
worden	VAPP	werden	O
ist	VAFIN	sein	O
.	$.	.	O

Aber	KON	aber	O
inzwischen	ADV	inzwischen	O
ist	VAFIN	sein	O
die	ART	die	O
Entwicklung	NN	Entwicklung	O
wesentlich	ADJD	wesentlich	O
über	APPR	über	O
den	ART	die	O
Binnenmarkt	NN	Binnenmarkt	O
hinausgegangen	VVPP	hinausgehen	O
.	$.	.	O

Wir	PPER	wir	O
haben	VAFIN	haben	O
die	ART	die	B-EntityWRK
Verträge	NN	Vertrag	I-EntityWRK
von	APPR	von	I-EntityWRK
Maastricht	NE	Maastricht	I-EntityWRK
und	KON	und	I-EntityWRK
Amsterdam	NE	Amsterdam	I-EntityWRK
,	$,	,	O
eine	ART	eine	O
gemeinsame	ADJA	gemeinsam	O
Währung	NN	Währung	O
ist	VAFIN	sein	O
eingeführt	VVPP	einführen	O
worden	VAPP	werden	O
,	$,	,	O
wir	PPER	wir	O
haben	VAFIN	haben	O
eine	ART	eine	O
Unionsbürgerschaft	NN	Unionsbürgerschaft	O
-	$(	-	O
im	APPRART	in	O
Übrigen	NN	Übrige	O
ein	ART	eine	O
Punkt	NN	Punkt	O
,	$,	,	O
der	PRELS	die	O
sehr	ADV	sehr	O
wenig	PIS	wenige	O
diskutiert	VVPP	diskutieren	O
wird	VAFIN	werden	O
;	$.	;	O
diese	PDAT	dies	O
Unionsbürgerschaft	NN	Unionsbürgerschaft	O
führt	VVFIN	führen	O
nämlich	ADV	nämlich	O
zum	APPRART	zu	O
Kommunalwahlrecht	NN	Kommunalwahlrecht	O
für	APPR	für	O
alle	PIS	alle	O
bei	APPR	bei	O
uns	PPER	wir	O
lebenden	ADJA	lebend	O
Bürger	NN	Bürger	O
der	ART	die	B-EntityORG
Europäischen	ADJA	europäisch	I-EntityORG
Union	NN	Union	I-EntityORG
-	$(	-	O
,	$,	,	O
eine	ART	eine	O
Erweiterung	NN	Erweiterung	O
der	ART	die	O
Politik	NN	Politik	O
der	ART	die	B-EntityORG
Europäischen	ADJA	europäisch	I-EntityORG
Union	NN	Union	I-EntityORG
um	APPR	um	O
die	PDS	die	O
Innen	ADV	innen	O
-	$(	-	O
und	KON	und	O
Rechtspolitik	NN	Rechtspolitik	O
,	$,	,	O
eine	ART	eine	B-EntityWRK
Grundrechtscharta	NN	Grundrechtscharta	I-EntityWRK
und	KON	und	O
einen	ART	eine	B-EntityWRK
Verfassungsvertrag	NN	Verfassungsvertrag	I-EntityWRK
.	$.	.	O

Das	PDS	die	O
heißt	VVFIN	heißen	O
,	$,	,	O
es	PPER	es	O
gibt	VVFIN	geben	O
eine	ART	eine	O
Entwicklung	NN	Entwicklung	O
von	APPR	von	O
einer	ART	eine	O
Freihandelszone	NN	Freihandelszone	O
hin	ADV	hin	O
zu	APPR	zu	O
einer	ART	eine	O
politischen	ADJA	politisch	O
Union	NN	Union	O
.	$.	.	O

Deshalb	PAV	deshalb	O
müssen	VMFIN	müssen	O
wir	PPER	wir	O
uns	PRF	wir	O
fragen	VVINF	fragen	O
:	$.	:	O
Was	PWS	was	O
bedeutet	VVFIN	bedeuten	O
es	PPER	es	O
für	APPR	für	O
diese	PDAT	dies	O
politische	ADJA	politisch	O
Union	NN	Union	O
,	$,	,	O
wenn	KOUS	wenn	O
ein	ART	eine	O
Land	NN	Land	O
wie	KOKOM	wie	O
die	ART	die	B-EntityORG
Türkei	NE	Türkei	I-EntityORG
Mitglied	NN	Mitglied	O
der	ART	die	B-EntityORG
Europäischen	ADJA	europäisch	I-EntityORG
Union	NN	Union	I-EntityORG
wird	VAFIN	werden	O
?	$.	?	O

Genau	ADJD	genau	O
aus	APPR	aus	O
diesem	PDAT	dies	O
Grund	NN	Grund	O
befassen	VVFIN	befassen	O
sich	PRF	sich	O
die	ART	die	B-EntityWRK
Kopenhagener	NN	Kopenhagener	I-EntityWRK
Kriterien	NN	Kriterium	I-EntityWRK
nicht	PTKNEG	nicht	O
nur	ADV	nur	O
mit	APPR	mit	O
dem	ART	die	O
beitrittswilligen	ADJA	beitrittswillig	O
Land	NN	Land	O
,	$,	,	O
sondern	KON	sondern	O
fragen	VVFIN	fragen	O
-	$(	-	O
das	PDS	die	O
wird	VAFIN	werden	O
in	APPR	in	O
der	ART	die	O
Diskussion	NN	Diskussion	O
immer	ADV	immer	O
wieder	ADV	wieder	O
unterschlagen	VVINF	unterschlagen	O
-	$(	-	O
zu	APPR	zu	O
einem	ART	eine	O
Teil	NN	Teil	O
auch	ADV	auch	O
:	$.	:	O
Ist	VAFIN	sein	O
die	ART	die	O
Integrationsfähigkeit	NN	Integrationsfähigkeit	O
der	ART	die	B-EntityORG
Europäischen	ADJA	europäisch	I-EntityORG
Union	NN	Union	I-EntityORG
gefährdet	VVPP	gefährden	O
,	$,	,	O
wenn	KOUS	wenn	O
ein	ART	eine	O
weiteres	ADJA	weit	O
Land	NN	Land	O
aufgenommen	VVPP	aufnehmen	O
wird	VAFIN	werden	O
?	$.	?	O

An	APPR	an	O
dieser	PDAT	dies	O
Stelle	NN	Stelle	O
sage	VVFIN	sagen	O
ich	PPER	ich	O
:	$.	:	O
Wir	PPER	wir	O
müssen	VMFIN	müssen	O
uns	PRF	wir	O
vor	APPR	vor	O
Augen	NN	Auge	O
führen	VVINF	führen	O
,	$,	,	O
dass	KOUS	dass	O
die	ART	die	O
Vertiefung	NN	Vertiefung	O
der	ART	die	O
politischen	ADJA	politisch	O
Union	NN	Union	O
mit	APPR	mit	O
der	ART	die	B-EntityORG
Türkei	NE	Türkei	I-EntityORG
als	KOKOM	als	O
Vollmitglied	NN	Vollmitglied	O
nicht	PTKNEG	nicht	O
so	ADV	so	O
erfolgen	VVINF	erfolgen	O
können	VMINF	können	O
wird	VAFIN	werden	O
,	$,	,	O
wie	KOUS	wie	O
wir	PPER	wir	O
uns	PPER	wir	O
das	PDS	die	O
vorstellen	VVINF	vorstellen	O
.	$.	.	O

Das	PDS	die	O
ist	VAFIN	sein	O
ein	ART	eine	O
ganz	ADV	ganz	O
wichtiger	ADJA	wichtig	O
Punkt	NN	Punkt	O
.	$.	.	O

(	$(	(	O
Beifall	NN	Beifall	O
bei	APPR	bei	O
der	ART	die	B-EntityORG
CDU	NE	CDU	I-EntityORG
/	$(	/	I-EntityORG
CSU	NE	CSU	I-EntityORG
sowie	KON	sowie	O
bei	APPR	bei	O
Abgeordneten	NN	Abgeordnete	B-EntityPER
der	ART	die	I-EntityPER
FDP	NE	FDP	I-EntityPER
)	$(	)	O
Deshalb	PAV	deshalb	O
möchte	VMFIN	mögen	O
ich	PPER	ich	O
den	ART	die	B-EntityPER
ehemaligen	ADJA	ehemalig	I-EntityPER
Verfassungsrichter	NN	Verfassungsrichter	I-EntityPER
Böckenförde	NN	Böckenförde	I-EntityPER
zitieren	VVINF	zitieren	O
,	$,	,	O
der	PRELS	die	O
neulich	ADV	neulich	O
in	APPR	in	O
einer	ART	eine	O
Danksagung	NN	Danksagung	O
anlässlich	APPR	anlässlich	O
der	ART	die	O
Verleihung	NN	Verleihung	O
des	ART	die	O
Hannah-Arendt-Preises	NN	Hannah-Arendt-Preises	O
deutlich	ADJD	deutlich	O
gesagt	VVPP	sagen	O
hat	VAFIN	haben	O
-	$(	-	O
Zitat	NN	Zitat	O
-	$(	-	O
:	$.	:	O
Die	ART	die	B-EntityLOC
Türkei	NE	Türkei	I-EntityLOC
ist	VAFIN	sein	O
nach	APPR	nach	O
geographischer	ADJA	geographisch	O
Ausdehnung	NN	Ausdehnung	O
,	$,	,	O
Bevölkerungszahl	NN	Bevölkerungszahl	O
,	$,	,	O
nationaler	ADJA	national	O
und	KON	und	O
kultureller	ADJA	kulturell	O
Identität	NN	Identität	O
,	$,	,	O
ökonomischer	ADJA	ökonomisch	O
und	KON	und	O
politischer	ADJA	politisch	O
Struktur	NN	Struktur	O
von	APPR	von	O
einer	ART	eine	O
Bedeutung	NN	Bedeutung	O
und	KON	und	O
Eigenart	NN	Eigenart	O
,	$,	,	O
die	PRELS	die	O
die	ART	die	O
Frage	NN	Frage	O
nach	APPR	nach	O
dem	ART	die	O
Konzept	NN	Konzept	O
,	$,	,	O
der	PRELS	die	O
finalité	ADJD	finalité	O
der	ART	die	O
europäischen	ADJA	europäisch	O
Einigung	NN	Einigung	O
unausweichlich	ADJD	unausweichlich	O
macht	VVFIN	machen	O
.	$.	.	O

Diese	PDAT	dies	O
Frage	NN	Frage	O
,	$,	,	O
meine	PPOSAT	mein	 B-EntityPER
Damen	NN	Dame	I-EntityPER
und	KON	und	I-EntityPER
Herren	NN	Herr	I-EntityPER
,	$,	,	O
wird	VAFIN	werden	O
