triwe	NOUN	triuwe	O
lîdet	VERB	lîden	O
,	PUNCT	,	O
hellefiwer	NOUN	hellefiwer	O
die	DET	die	O
sêle	NOUN	sêle	O
mîdet	VERB	mîden	O
.	SPUNCT	.	O

die	PRON	die	O
dolte	VERB	dulden	O
ein	DET	ein	B-EntityPER
wîp	NOUN	wîp	I-EntityPER
durch	ADP	durch	O
triwe	NOUN	triuwe	O
:	SPUNCT	:	O

des	PRON	der	O
wart	AUX	werden	O
ir	DET	sie	O
gâbe	NOUN	gâbe	O
niwe	ADV	niuwe	O
ze	ADP	zuo	O
himel	NOUN	himel	O
mit	ADP	mit	O
endelôser	DET	endelôs	O
gebe	NOUN	gebe	O
.	SPUNCT	.	O

ich	PRON	ich	O
waene	VERB	wænen	O
ir	PRON	sie	O
nû	ADV	nû	O
vil	ADV	vil	O
wênic	ADV	wênec	O
lebe	VERB	leben	O
,	PUNCT	,	O
die	DET	die	O
junc	NOUN	junc	O
der	DET	der	O
erden	NOUN	erde	O
rîhtuom	NOUN	rîchtuom	O
liezen	VERB	lâzen	O
durch	ADP	durch	O
des	DET	der	O
himeles	NOUN	himel	O
ruom	NOUN	ruom	O
.	SPUNCT	.	O

ich	PRON	ich	O
erkenne	VERB	erkennen	O
ir	DET	sie	O
nehein	NOUN	nichein	O
.	SPUNCT	.	O

man	NOUN	man	O
und	CONJ	und	O
wîp	NOUN	wîp	O
mir	PRON	ich	O
sint	VERB	sint	O
al	PRON	al	O
ein	DET	ein	O
:	SPUNCT	:	O

die	PRON	die	O
mitenz	VERB	mitenz	O
al	PRON	al	O
gelîche	ADV	gelîch	O
.	SPUNCT	.	O

vrou	DET	vrouwe	B-EntityPER
Herzeloyd	NOUN	Herzeloyd	I-EntityPER
diu	DET	die	I-EntityPER
rîche	NOUN	rîche	I-EntityPER
ir	DET	sie	B-EntityLOC
drîer	ADJ	drî	I-EntityLOC
lande	NOUN	lant	I-EntityLOC
wart	VERB	wart	O
ein	DET	ein	O
gast	NOUN	gast	O
:	SPUNCT	:	O

si	PRON	si	O
truoc	VERB	tragen	O
der	DET	der	O
vröuden	NOUN	vröude	O
mangels	NOUN	manc	O
last	VERB	last	O
.	SPUNCT	.	O

der	DET	der	O
valsch	NOUN	valsch	O
sô	ADV	sô	O
gar	ADV	gar	O
an	ADP	an	O
ir	PRON	sie	O
verswant	VERB	verswant	O
,	PUNCT	,	O
ouge	NOUN	ouge	O
noch	CONJ	noch	O
ôre	NOUN	ôr	O
in	PRON	in	O
nie	ADV	nie	O
dâ	ADV	dâr	O
vant	VERB	vinden	O
.	SPUNCT	.	O

ein	DET	ein	O
nebel	NOUN	nebel	O
was	VERB	was	O
ir	PRON	sie	O
diu	DET	die	O
sunne	NOUN	sunne	O
:	SPUNCT	:	O

si	PRON	si	O
vlôch	VERB	vlôch	O
der	DET	der	O
werlde	NOUN	werlt	O
wunne	NOUN	wünne	O
.	SPUNCT	.	O

ir	PRON	sie	O
was	VERB	was	O
gelîch	ADJ	gelîch	O
naht	NOUN	naht	O
und	CONJ	und	O
der	DET	der	O
tac	NOUN	tac	O
:	SPUNCT	:	O

ir	DET	sie	O
herze	NOUN	herze	O
niht	PART	niht	O
wan	CONJ	wan	O
jâmers	NOUN	jâmer	O
pflac	VERB	phlegen	O
.	SPUNCT	.	O

Sich	PRON	sich	O
zôch	VERB	ziehen	O
diu	DET	die	B-EntityPER
vrouwe	NOUN	vrouwe	I-EntityPER
jâmers	NOUN	jâmer	I-EntityPER
balt	ADV	balt	I-EntityPER
ûz	ADP	ûz	O
ir	DET	sie	B-EntityLOC
lande	NOUN	lant	I-EntityLOC
in	ADP	in	O
einen	DET	einen	B-EntityLOC
walt	NOUN	walt	I-EntityLOC
,	PUNCT	,	O
zer	DET	zer	B-EntityLOC
waste	NOUN	wüeste	I-EntityLOC
in	ADP	in	I-EntityLOC
Soltâne	PROPN	Soltane	I-EntityLOC
;	PUNCT	;	O
niht	PART	niht	O
durch	ADP	durch	O
bluomen	NOUN	bluome	O
ûf	ADP	ûf	O
die	DET	die	B-EntityLOC
plâne	NOUN	plân	I-EntityLOC
.	SPUNCT	.	O

ir	DET	sie	O
herzen	NOUN	herzen	O
jâmer	NOUN	jâmer	O
was	VERB	was	O
sô	ADV	sô	O
ganz	ADJ	ganz	O
,	PUNCT	,	O
sine	PRON+PART	sine	O
kêrte	VERB	kêren	O
sich	PRON	sich	O
an	ADP	an	O
keinen	DET	kein	O
kranz	NOUN	kranz	O
,	PUNCT	,	O
er	PRON	er	O
waere	VERB	wesen	O
rôt	ADJ	rôt	O
oder	CONJ	oder	O
val	ADJ	val	O
.	SPUNCT	.	O

si	PRON	si	O
brâhte	VERB	bringen	O
dar	ADV	dâr	O
durch	ADP	durch	O
vlühtesal	NOUN	vluhtsal	O
des	PRON	der	B-EntityPER
werden	VERB	werden	I-EntityPER
Gahmuretes	DET	Gahmuret	I-EntityPER
kint	NOUN	kint	I-EntityPER
.	SPUNCT	.	O

liute	NOUN	liut	B-EntityPER
,	PUNCT	,	I-EntityPER
die	PRON	die	I-EntityPER
bî	ADP	bî	I-EntityPER
ir	PRON	sie	I-EntityPER
dâ	ADV	dâr	I-EntityPER
sint	VERB	sint	I-EntityPER
,	PUNCT	,	O
müezen	AUX	müezen	O
bûwen	VERB	bûwen	O
und	CONJ	und	O
riuten	VERB	riuten	O
.	SPUNCT	.	O

si	PRON	si	O
kunde	AUX	kunde	O
wol	ADV	wol	O
getriuten	VERB	triuten	O
ir	DET	sie	B-EntityPER
sun	NOUN	sun	I-EntityPER
.	SPUNCT	.	O

ê	ADV	êr	O
daz	SCONJ	daz	O
sich	PRON	sich	O
der	PRON	der	O
versan	VERB	versinnen	O
,	PUNCT	,	O
ir	DET	sie	B-EntityPER
volc	NOUN	volc	I-EntityPER
si	PRON	si	O
gar	ADV	gar	O
vür	ADP	vür	O
sich	PRON	sich	O
gewan	VERB	gewinnen	O
:	SPUNCT	:	O

ez	PRON	ez	O
waere	VERB	wesen	O
man	NOUN	man	O
oder	CONJ	oder	O
wîp	NOUN	wîp	O
,	PUNCT	,	O
den	PRON	der	O
gebôt	VERB	gebieten	O
si	PRON	si	O
allen	PRON	al	O
an	ADP	an	O
den	DET	der	O
lîp	NOUN	lîp	O
,	PUNCT	,	O
daz	SCONJ	daz	O
se	PRON	sie	O
immer	ADV	iemer	O
ritters	NOUN	ritter	O
wurden	AUX	werden	O
lût	VERB	lût	O
.	SPUNCT	.	O

"	VERB	"	O
wan	CONJ	wan	O
vriesche	VERB	vereischen	O
daz	PRON	daz	O
mîns	DET	ich	B-EntityPER
herzen	NOUN	herzen	I-EntityPER
trût	ADJ	trût	I-EntityPER
,	PUNCT	,	O
welch	DET	welch	O
ritters	NOUN	ritter	O
leben	NOUN	leben	O
waere	VERB	wesen	O
,	PUNCT	,	O
daz	PRON	daz	O
wurde	AUX	werden	O
mir	PRON	ich	O
vil	ADV	vil	O
swaere	ADJ	swære	O
.	SPUNCT	.	O

nû	ADV	nû	O
habt	AUX	haben	O
iuch	PRON	sie	O
an	ADP	an	O
der	DET	der	O
witze	NOUN	witze	O
kraft	NOUN	kraft	O
,	PUNCT	,	O
und	CONJ	und	O
helt	NOUN	helt	O
in	ADP	in	O
alle	DET	al	O
rîterschaft	NOUN	rîterschaft	O
.	SPUNCT	.	O

"	ADV	"	O
der	DET	der	O
site	NOUN	site	O
vuor	VERB	varn	O
angestlîche	ADJ	angestlich	O
vart	NOUN	vart	O
.	SPUNCT	.	O

der	DET	der	B-EntityPER
knappe	NOUN	knabe	I-EntityPER
alsus	ADV	alsus	O
verborgen	VERB	verbergen	O
wart	AUX	werden	O
zer	DET	zer	B-EntityLOC
waste	NOUN	wüeste	I-EntityLOC
in	ADP	in	I-EntityLOC
Soltâne	PROPN	Soltane	I-EntityLOC
erzogen	VERB	erziehen	O
,	PUNCT	,	O
an	ADP	an	O
küneclîcher	ADJ	küniclich	O
vuore	NOUN	vuore	O
betrogen	VERB	betriegen	O
;	PUNCT	;	O
ez	PRON	ez	O
enmöht	PART+VERB	enmügen	O
an	ADP	an	O
eime	DET	ein	O
site	NOUN	site	O
sîn	VERB	sîn	O
:	SPUNCT	:	O

bogen	NOUN	boge	O
unde	CONJ	unde	O
bölzelîn	NOUN	bolz	O
die	PRON	die	O
sneit	VERB	snîden	O
er	PRON	er	O
mit	ADP	mit	O
sîn	DET	sîn	O
selbes	ADJ	selp	O
hant	NOUN	hant	O
,	PUNCT	,	O
und	CONJ	und	O
schôz	VERB	schôz	O
vil	ADJ	vil	O
vogele	NOUN	vogel	O
die	PRON	die	O
er	PRON	er	O
vant	VERB	vinden	O
.	SPUNCT	.	O

Swenne	SCONJ	swanne	O
abr	PRON	aber	O
er	PRON	er	O
den	DET	der	O
vogel	NOUN	vogel	O
erschôz	VERB	erschiezen	O
,	PUNCT	,	O
des	DET	der	O
schal	NOUN	schal	O
von	ADP	von	O
sange	NOUN	sange	O
ê	ADV	êr	O
was	VERB	was	O
sô	ADV	sô	O
grôz	ADJ	grôz	O
,	PUNCT	,	O
sô	ADV	sô	O
weinder	VERB	weinder	O
unde	CONJ	unde	O
roufte	VERB	ruofen	O
sich	PRON	sich	O
,	PUNCT	,	O
an	ADP	an	O
sîn	DET	sîn	O
hâr	NOUN	hâr	O
kêrt	VERB	kêren	O
er	PRON	er	O
gerich	VERB	gerich	O
.	SPUNCT	.	O

sîn	DET	sîn	O
lîp	NOUN	lîp	O
was	VERB	was	O
clâr	ADJ	klâr	O
unde	CONJ	unde	O
vier	ADJ	vier	O
:	SPUNCT	:	O

ûf	ADP	ûf	O
dem	DET	der	B-EntityLOC
plân	NOUN	plân	I-EntityLOC
am	DET	am	I-EntityLOC
rivier	NOUN	rivier	I-EntityLOC
twuog	VERB	twahen	O
er	PRON	er	O
sich	PRON	sich	O
alle	DET	al	O
morgen	NOUN	morgen	O
.	SPUNCT	.	O

erne	PRON+PART	erne	O
kunde	VERB	kunde	O
niht	PART	niht	O
gesorgen	VERB	sorgen	O
,	PUNCT	,	O
ez	PRON	ez	O
enwaere	VERB	ensîn	O
ob	SCONJ	ob	O
im	PRON	er	O
der	DET	der	O
vogelsanc	NOUN	vogelsanc	O
,	PUNCT	,	O
die	DET	die	O
süeze	NOUN	süeze	O
in	ADP	in	O
sîn	DET	sîn	O
herze	NOUN	herze	O
dranc	VERB	dringen	O
:	SPUNCT	:	O

daz	PRON	daz	O
erstracte	VERB	erstrecken	O
im	PRON	er	O
sîniu	DET	er	O
brüstelîn	NOUN	brust	O
.	SPUNCT	.	O

al	PRON	al	O
weinde	VERB	weinen	O
er	PRON	er	O
lief	VERB	loufen	O
zer	DET	zer	B-EntityPER
künegîn	NOUN	küniginne	I-EntityPER
.	SPUNCT	.	O

sô	ADV	sô	O
sprach	VERB	sprechen	O
si	PRON	si	O
"	ADV	"	O
wer	PRON	wer	O
hât	AUX	haben	O
dir	PRON	dû	O
getân	VERB	tuon	O
?	SPUNCT	?	O

dû	PRON	dû	O
waere	VERB	wesen	O
hin	ADV	hin	O
ûz	ADV	ûz	O
ûf	ADP	ûf	O
den	DET	der	B-EntityLOC
plân	NOUN	plân	I-EntityLOC
.	SPUNCT	.	O

"	ADV	"	O
ern	PRON	ern	O
kunde	AUX	kunde	O
es	PRON	es	O
ir	PRON	sie	O
gesagen	VERB	sagen	O
niht	PART	niht	O
,	PUNCT	,	O
als	SCONJ	als	O
kinden	PRON	kint	O
lîhte	ADV	lîhte	O
noch	ADV	noch	O
geschiht	VERB	geschiht	O
.	SPUNCT	.	O

dem	DET	der	O
maere	NOUN	maere	O
gienc	VERB	gân	O
si	PRON	si	O
lange	ADV	lanc	O
nâch	ADV	nâch	O
.	SPUNCT	.	O

eins	DET	eins	O
tages	NOUN	tac	O
si	PRON	si	O
in	ADP	in	O
kapfen	NOUN	kapfen	O
sach	VERB	sach	O
ûf	ADP	ûf	O
die	DET	die	O
boume	NOUN	boum	O
nâch	ADP	nâch	O
der	DET	der	O
vogele	NOUN	vogel	O
schal	VERB	schal	O
.	SPUNCT	.	O

si	PRON	si	O
wart	AUX	werden	O
wol	ADV	wol	O
innen	ADV	inne	O
daz	PRON	daz	O
zeswal	VERB	zerswellen	O
von	ADP	von	O
der	DET	der	O
stimme	NOUN	stimme	O
ir	DET	sie	B-EntityPER
kindes	NOUN	kint	I-EntityPER
brust	NOUN	brust	O
.	SPUNCT	.	O

des	PRON	der	O
twang	VERB	twingen	O
in	ADP	in	O
art	NOUN	art	O
und	CONJ	und	O
sîn	DET	sîn	O
gelust	NOUN	gelust	O
.	SPUNCT	.	O

vrou	NOUN	vrouwe	B-EntityPER
Herzeloyde	PROPN	Herzeloide	I-EntityPER
kêrt	VERB	kêren	O
ir	DET	sie	O
haz	NOUN	haz	O
an	ADP	an	O
die	DET	die	O
vogele	NOUN	vogel	O
,	PUNCT	,	O
sine	PRON+PART	sine	O
wesse	VERB	wizzen	O
um	ADP	umbe	O
waz	PRON	waz	O
:	SPUNCT	:	O

si	PRON	si	O
wolt	AUX	wellen	O
ir	DET	sie	O
schal	NOUN	schal	O
verkrenken	VERB	krenken	O
.	SPUNCT	.	O

ir	DET	sie	B-EntityPER
bûliute	NOUN	bûliut	I-EntityPER
unde	CONJ	unde	I-EntityPER
ir	DET	sie	I-EntityPER
enken	NOUN	engân	I-EntityPER
die	PRON	die	O
hiez	VERB	heizzen	O
si	PRON	si	O
vaste	ADV	vaste	O
gâhen	VERB	gâhen	O
,	PUNCT	,	O
vogele	NOUN	vogel	O
würgen	VERB	würgen	O
und	CONJ	und	O
vâhen	VERB	vâhen	O
.	SPUNCT	.	O

die	DET	die	O
vogele	NOUN	vogel	O
wâren	VERB	wesen	O
baz	ADV	baz	O
geriten	VERB	rîten	O
:	SPUNCT	:	O

etslîches	DET	etelich	O
sterben	NOUN	sterben	O
wart	AUX	werden	O
vermiten	VERB	vermîden	O
:	SPUNCT	:	O

der	PRON	der	O
bleip	VERB	belîben	O
dâ	ADV	dâr	O
lebendic	ADV	lebendec	O
ein	DET	ein	O
teil	NOUN	teil	O
,	PUNCT	,	O
die	DET	die	O
sît	NOUN	sît	O
mit	ADP	mit	O
sange	NOUN	sange	O
wurden	VERB	werden	O
geil	ADJ	geil	O
.	SPUNCT	.	O

Der	DET	der	B-EntityPER
knappe	NOUN	knabe	I-EntityPER
sprach	VERB	sprechen	O
zer	DET	zer	B-EntityPER
künegîn	NOUN	küniginne	I-EntityPER
"	VERB	"	O
waz	PRON	waz	O
wîzet	VERB	wîsen	O
man	PRON	man	O
den	DET	der	O
vogelîn	NOUN	vogel	O
?	SPUNCT	?	O

"	ADV	"	O
er	PRON	er	O
gert	VERB	gern	O
in	ADP	in	O
vrides	NOUN	vride	O
sâ	ADV	sâ	O
zestunt	ADV	zestunt	O
.	SPUNCT	.	O

sîn	DET	sîn	B-EntityPER
muoter	NOUN	muoter	I-EntityPER
kust	VERB	kust	O
in	PRON	in	O
an	ADP	an	O
den	DET	der	O
munt	NOUN	munt	O
:	SPUNCT	:	O

diu	PRON	die	O
sprach	VERB	sprechen	O
"	ADV	"	O
wes	PRON	wes	O
wende	VERB	wende	O
ich	PRON	ich	O
sîn	DET	sîn	O
gebot	NOUN	gebot	O
,	PUNCT	,	O
der	PRON	der	O
doch	ADV	doch	O
ist	VERB	sîn	O
der	DET	der	B-EntityPER
hoehste	ADJ	hôch	I-EntityPER
got	NOUN	got	I-EntityPER
?	SPUNCT	?	O

suln	DET	soln	O
vogele	NOUN	vogel	O
durch	ADP	durch	O
mich	PRON	ich	O
vröude	NOUN	vröude	O
lâzen	VERB	lâzen	O
?	SPUNCT	?	O

"	ADV	"	O
der	DET	der	B-EntityPER
knappe	NOUN	knabe	I-EntityPER
sprach	VERB	sprechen	O
zer	DET	zer	B-EntityPER
muoter	NOUN	muoter	I-EntityPER
sân	VERB	sehen	O
"	ADV	"	O
ôwê	DET	ouwê	O
muoter	NOUN	muoter	B-EntityPER
,	PUNCT	,	O
waz	PRON	waz	O
ist	VERB	sîn	O
got	NOUN	got	B-EntityPER
?	SPUNCT	?	O

"	ADV	"	O
"	ADJ	"	O
sun	NOUN	sun	B-EntityPER
,	PUNCT	,	O
ich	PRON	ich	O
sage	VERB	sagen	O
dirz	PRON	dû	O
âne	ADP	âne	O
spot	NOUN	spot	O
.	SPUNCT	.	O

er	PRON	er	O
ist	VERB	sîn	O
noch	ADV	noch	O
liehter	ADJ	lieht	O
denne	PART	denne	O
der	DET	der	O
tac	NOUN	tac	O
,	PUNCT	,	O
der	DET	der	O
antlitzes	NOUN	antlütte	O
sich	PRON	sich	O
bewac	VERB	bewegen	O
nâch	ADP	nâch	O
menschen	DET	mensche	O
antlitze	NOUN	antlütte	O
.	SPUNCT	.	O

sun	INTJ	sun	B-EntityPER
,	PUNCT	,	O
merke	VERB	merken	O
eine	DET	ein	O
witze	NOUN	witze	O
,	PUNCT	,	O
und	CONJ	und	O
vlêhe	VERB	vlêhen	O
in	PRON	in	O
umbe	ADP	umbe	O
dîne	DET	dû	O
nôt	NOUN	nôt	O
:	SPUNCT	:	O

sîn	DET	sîn	O
triwe	NOUN	triuwe	O
der	DET	der	O
werlde	NOUN	werlt	O
ie	ADV	ie	O
helfe	ADV	helfen	O
bôt	VERB	bieten	O
.	SPUNCT	.	O

sô	ADV	sô	O
heizet	VERB	heizzen	O
einr	PRON	ein	O
der	DET	der	B-EntityPER
helle	NOUN	helle	I-EntityPER
wirt	VERB	wirt	I-EntityPER
:	SPUNCT	:	O

der	PRON	der	O
ist	VERB	sîn	O
swarz	ADJ	swarz	O
,	PUNCT	,	O
untriwe	SCONJ	untriuwe	O
in	PRON	in	O
niht	PART	niht	O
verbirt	VERB	verbern	O
.	SPUNCT	.	O

von	ADP	von	O
dem	DET	der	O
kêr	NOUN	kêren	O
dîne	DET	dû	O
gedanke	NOUN	gedanken	O
,	PUNCT	,	O
und	CONJ	und	O
och	ADV	ouch	O
von	ADP	von	O
zwîvels	NOUN	zwîvel	O
wanke	NOUN	wanc	O
.	SPUNCT	.	O

"	ADV	"	O
sîn	DET	sîn	B-EntityPER
muoter	NOUN	muoter	I-EntityPER
underschiet	VERB	underscheiden	O
im	PRON	er	O
gar	ADV	gar	O
daz	DET	daz	B-EntityPER
vinster	NOUN	vinster	I-EntityPER
und	CONJ	und	O
daz	DET	daz	B-EntityPER
lieht	NOUN	lieht	I-EntityPER
gevar	ADJ	gevar	I-EntityPER
.	SPUNCT	.	O

dar	ADV	dâr	O
nâch	ADV	nâch	O
sîn	DET	sîn	O
snelheit	NOUN	snelheit	O
verre	ADV	verre	O
spranc	VERB	springen	O
.	SPUNCT	.	O

er	PRON	er	O
lernte	VERB	lernen	O
den	DET	der	O
gabilôtes	NOUN	gabilôt	O
swanc	VERB	swanc	O
,	PUNCT	,	O
dâ	ADV	dâr	O
mit	ADP	mit	O
er	PRON	er	O
mangen	DET	manec	O
hirz	NOUN	hirz	O
erschôz	VERB	erschiezen	O
,	PUNCT	,	O
des	PRON	der	O
sîn	DET	sîn	B-EntityPER
muoter	NOUN	muoter	I-EntityPER
und	CONJ	und	O
ir	DET	sie	B-EntityPER
volc	NOUN	volc	I-EntityPER
genôz	VERB	genôz	O
.	SPUNCT	.	O

ez	PRON	ez	O
waere	VERB	wesen	O
aeber	NOUN	æber	O
oder	CONJ	oder	O
snê	NOUN	snê	O
,	PUNCT	,	O
dem	DET	der	O
wilde	NOUN	wilde	O
tete	VERB	tuon	O
sîn	DET	sîn	O
schiezen	NOUN	schiezen	O
wê	ADJ	wê	O
.	SPUNCT	.	O

nû	ADV	nû	O
hoeret	VERB	hoeren	O
vremdiu	DET	vremde	O
maere	NOUN	maere	O
.	SPUNCT	.	O

swennerrschôz	ADV	swennerrschôz	O
daz	DET	daz	O
swaere	NOUN	swære	O
,	PUNCT	,	O
des	PRON	der	O
waere	VERB	wesen	O
ein	DET	ein	O
mûl	NOUN	mûl	O
geladen	VERB	laden	O
genuoc	ADJ	genuoc	O
,	PUNCT	,	O
als	ADV	als	O
unzerworht	VERB	unzerworht	O
hin	ADV	hin	O
heim	ADV	heim	O
erz	PRON	erz	O
truoc	VERB	tragen	O
.	SPUNCT	.	O

Eins	DET	Eins	O
tages	NOUN	tac	O
gieng	VERB	gân	O
er	PRON	er	O
den	DET	der	O
weideganc	NOUN	weideganc	O
an	ADP	an	O
einer	DET	ein	B-EntityLOC
halden	NOUN	halden	I-EntityLOC
,	PUNCT	,	I-EntityLOC
diu	PRON	die	I-EntityLOC
was	VERB	was	I-EntityLOC
lanc	ADJ	lanc	I-EntityLOC
:	SPUNCT	:	O

er	PRON	er	O
brach	VERB	brechen	O
durch	ADP	durch	O
blates	NOUN	blat	O
stimme	NOUN	stimme	O
en	DET	en	O
zwîc	NOUN	zwî	O
.	SPUNCT	.	O

dâ	ADV	dâr	O
nâhen	VERB	nâhen	O
bî	ADP	bî	O
im	PRON	er	O
gienc	VERB	gân	O
ein	DET	ein	O
stîc	NOUN	stîc	O
:	SPUNCT	:	O

dâ	ADV	dâr	O
hôrter	VERB+PRON	hoerter	O
schal	VERB	schal	O
von	ADP	von	O
huofslegen	NOUN	huofslac	O
.	SPUNCT	.	O

sîn	DET	sîn	O
gabylôt	NOUN	gabylôt	O
begunder	ADV	beginneter	O
wegen	VERB	wegen	O
:	SPUNCT	:	O

dô	ADV	dô	O
sprach	VERB	sprechen	O
er	PRON	er	O
"	ADV	"	O
waz	PRON	waz	O
hân	AUX	haben	O
ich	PRON	ich	O
vernomen	VERB	vernemen	O
?	SPUNCT	?	O

wan	CONJ	wan	O
wolt	AUX	wellen	O
et	PRON	et	O
nû	ADV	nû	O
der	DET	der	B-EntityPER
tiuvel	NOUN	tiuvel	I-EntityPER
komen	VERB	komen	O
mit	ADP	mit	O
grimme	NOUN	grimme	O
zorneclîche	ADJ	zorneclîch	O
!	SPUNCT	!	O

den	PRON	der	O
bestüende	VERB	bestân	O
ich	PRON	ich	O
sicherlîche	ADV	sicherlich	O
.	SPUNCT	.	O

mîn	DET	ich	B-EntityPER
muoter	NOUN	muoter	I-EntityPER
vreisen	VERB	vreisen	O
von	ADP	von	O
im	PRON	er	O
sagt	VERB	sagen	O
:	SPUNCT	:	O

ich	PRON	ich	O
waene	VERB	wænen	O
ir	DET	sie	O
ellen	NOUN	ellen	O
sî	AUX	sîn	O
verzagt	VERB	verzagen	O
.	SPUNCT	.	O

"	ADV	"	O
alsus	ADV	alsus	O
stuont	VERB	stân	O
er	PRON	er	O
in	ADP	in	O
strîtes	NOUN	strît	O
ger	VERB	gern	O
.	SPUNCT	.	O

nû	ADV	nû	O
seht	VERB	sehen	O
,	PUNCT	,	O
dort	ADV	dort	O
kom	VERB	komen	O
geschûftet	VERB	schûften	O
her	ADV	her	O
drî	NUM	drî	B-EntityPER
ritter	NOUN	ritter	I-EntityPER
nâch	ADP	nâch	I-EntityPER
wunsche	NOUN	wünschen	I-EntityPER
var	VERB	var	I-EntityPER
,	PUNCT	,	O
von	ADP	von	O
vuoze	NOUN	vuoz	O
ûf	ADP	ûf	O
gewâpent	PRON	gewâfent	O
gar	ADV	gar	O
.	SPUNCT	.	O

der	DET	der	B-EntityPER
knappe	NOUN	knabe	I-EntityPER
wânde	VERB	wænen	O
sunder	ADP	sunder	O
spot	NOUN	spot	O
,	PUNCT	,	O
daz	SCONJ	daz	O
ieslîcher	PRON	ieteslich	O
waere	VERB	wesen	O
ein	DET	ein	O
got	NOUN	got	O
.	SPUNCT	.	O

dô	ADV	dô	O
stuont	VERB	stân	O
ouch	ADV	ouch	O
er	PRON	er	O
niht	PART	niht	O
langer	ADV	lanc	O
hie	ADV	hie	O
,	PUNCT	,	O
in	ADP	in	O
den	DET	der	B-EntityLOC
pfat	NOUN	phat	I-EntityLOC
viel	VERB	viel	O
er	PRON	er	O
ûf	ADP	ûf	O
sîniu	DET	er	O
knie	NOUN	knie	O
.	SPUNCT	.	O

lûte	ADV	lûte	O
rief	VERB	ruofen	O
der	DET	der	B-EntityPER
knappe	NOUN	knabe	I-EntityPER
sân	VERB	sehen	O
"	ADJ	"	O
hilf	NOUN	helfen	O
,	PUNCT	,	O
got	NOUN	got	B-EntityPER
:	SPUNCT	:	O

dû	PRON	dû	O
maht	AUX	maht	O
wol	ADV	wol	O
helfe	VERB	helfen	O
hân	AUX	haben	O
.	SPUNCT	.	O

"	ADV	"	O
der	DET	der	B-EntityPER
vorder	ADJ	vorder	I-EntityPER
zornes	NOUN	zorn	O
sich	PRON	sich	O
bewac	VERB	bewegen	O
,	PUNCT	,	O
dô	ADV	dô	O
der	DET	der	B-EntityPER
knappe	NOUN	knabe	I-EntityPER
im	PRON	er	B-EntityLOC
pfade	NOUN	phat	I-EntityLOC
lac	VERB	ligen	O
:	SPUNCT	:	O

"	ADV	"	O
dirre	DET	diser	B-EntityPER
toersche	ADJ	toerisch	I-EntityPER
Wâleise	NOUN	Waleis	I-EntityPER
unsich	PRON	wir	O
wendet	VERB	wenden	O
gâher	ADJ	gâch	O
reise	NOUN	reise	O
.	SPUNCT	.	O

"	ADV	"	O
ein	DET	ein	O
prîs	NOUN	prîs	O
den	DET	der	O
wir	ADJ	wir	B-EntityPER
Beier	NOUN	Baiern	I-EntityPER
tragen	VERB	tragen	O
,	PUNCT	,	O
muoz	AUX	müezen	O
ich	PRON	ich	O
von	ADP	von	O
Wâleisen	NOUN	Waleis	B-EntityPER
sagen	VERB	sagen	O
:	SPUNCT	:	O

die	PRON	die	O
sint	VERB	sint	O
toerscher	ADJ	toerisch	O
